28,1,0.62,339.15,47.95,116.86,0.51,-1,-1,-1
29,1,0.63,339.21,50.09,113.74,0.62,-1,-1,-1
30,1,0.16,340.61,55.95,111.82,0.44,-1,-1,-1
31,1,0.82,343.01,63.92,111.27,0.84,-1,-1,-1
32,1,0.96,341.64,75.95,115.07,0.69,-1,-1,-1
33,1,7.63,341.59,75.31,114.60,0.49,-1,-1,-1
34,1,14.78,341.13,79.64,113.12,0.31,-1,-1,-1
35,1,20.94,340.66,78.49,112.61,0.68,-1,-1,-1
36,1,26.88,338.44,73.99,115.10,0.57,-1,-1,-1
37,1,31.54,336.72,71.78,117.72,0.29,-1,-1,-1
38,1,36.09,336.94,64.10,117.37,0.47,-1,-1,-1
39,1,38.16,335.93,59.65,117.56,0.39,-1,-1,-1
40,1,42.90,331.85,52.94,117.93,0.42,-1,-1,-1
41,1,46.76,331.34,49.10,111.34,0.56,-1,-1,-1
42,1,50.45,331.14,53.01,114.94,0.71,-1,-1,-1
43,1,53.20,330.39,58.99,116.92,0.81,-1,-1,-1
44,1,56.28,331.89,67.17,116.17,0.77,-1,-1,-1
45,1,62.81,331.31,74.56,116.11,0.80,-1,-1,-1
46,1,66.44,330.82,80.44,117.45,0.72,-1,-1,-1
47,1,70.67,330.50,81.23,118.41,0.73,-1,-1,-1
48,1,75.99,330.52,77.78,118.27,0.73,-1,-1,-1
56,1,113.72,324.42,54.10,114.57,0.58,-1,-1,-1
57,1,116.44,325.20,64.55,112.71,0.23,-1,-1,-1
58,1,118.69,319.11,61.38,118.66,0.16,-1,-1,-1
59,1,123.13,319.15,68.50,119.45,0.38,-1,-1,-1
63,1,142.74,320.68,69.98,118.34,0.37,-1,-1,-1
64,1,148.48,318.10,65.57,118.61,0.80,-1,-1,-1
65,1,153.13,315.43,60.18,120.04,0.62,-1,-1,-1
66,1,156.95,314.24,57.35,120.21,0.56,-1,-1,-1
67,1,159.24,314.33,57.85,120.84,0.82,-1,-1,-1
68,1,162.89,311.47,59.97,124.05,0.77,-1,-1,-1
69,1,166.46,312.82,62.04,123.17,0.41,-1,-1,-1
70,1,170.39,315.39,68.47,121.35,0.65,-1,-1,-1
72,1,177.99,316.92,84.04,119.14,0.63,-1,-1,-1
73,1,185.81,315.68,84.73,119.58,0.65,-1,-1,-1
74,1,193.05,315.20,78.98,120.71,0.32,-1,-1,-1
75,1,196.07,315.26,70.06,117.34,0.12,-1,-1,-1
76,1,202.36,315.26,64.14,118.15,0.72,-1,-1,-1
77,1,207.47,313.97,59.14,121.67,0.37,-1,-1,-1
78,1,211.77,316.98,55.71,118.07,0.20,-1,-1,-1
79,1,216.87,312.94,55.98,122.26,0.85,-1,-1,-1
80,1,221.03,310.51,56.28,124.77,0.78,-1,-1,-1
81,1,224.96,311.73,56.69,120.98,0.80,-1,-1,-1
82,1,228.61,312.06,59.63,119.74,0.80,-1,-1,-1
83,1,234.98,312.24,63.82,118.93,0.81,-1,-1,-1
84,1,240.00,312.54,73.59,119.96,0.78,-1,-1,-1
85,1,245.59,313.34,74.97,118.44,0.75,-1,-1,-1
86,1,251.01,314.77,72.53,117.11,0.87,-1,-1,-1
87,1,254.21,313.30,70.97,120.12,0.85,-1,-1,-1
88,1,258.88,313.63,67.13,120.68,0.85,-1,-1,-1
89,1,266.08,312.57,60.60,121.36,0.85,-1,-1,-1
90,1,270.40,311.68,56.24,121.85,0.85,-1,-1,-1
91,1,276.20,311.91,51.10,121.29,0.85,-1,-1,-1
92,1,280.54,311.27,47.89,123.21,0.84,-1,-1,-1
93,1,283.10,310.13,52.28,123.56,0.86,-1,-1,-1
94,1,288.33,310.19,52.11,123.46,0.83,-1,-1,-1
95,1,293.80,311.46,54.95,121.52,0.84,-1,-1,-1
96,1,297.35,311.22,56.99,120.64,0.84,-1,-1,-1
97,1,301.45,312.97,58.89,118.95,0.76,-1,-1,-1
98,1,306.68,313.75,61.66,118.68,0.62,-1,-1,-1
99,1,310.35,311.14,58.86,117.75,0.51,-1,-1,-1
100,1,316.02,311.87,59.06,118.34,0.33,-1,-1,-1
101,1,321.73,310.07,60.55,118.06,0.40,-1,-1,-1
102,1,328.05,308.66,55.88,111.71,0.60,-1,-1,-1
103,1,333.57,308.00,50.75,105.18,0.39,-1,-1,-1
105,1,344.00,305.88,47.92,101.98,0.28,-1,-1,-1
106,1,349.27,305.80,50.79,105.30,0.28,-1,-1,-1
107,1,352.92,307.56,55.24,108.54,0.14,-1,-1,-1
108,1,356.93,306.91,62.98,115.20,0.76,-1,-1,-1
109,1,357.03,306.88,71.17,114.15,0.48,-1,-1,-1
110,1,357.96,307.84,78.51,108.45,0.62,-1,-1,-1
111,1,359.48,308.94,80.57,107.40,0.62,-1,-1,-1
112,1,355.05,309.26,90.29,107.41,0.41,-1,-1,-1
113,1,370.40,308.48,73.92,108.22,0.42,-1,-1,-1
114,1,369.69,308.64,73.51,108.18,0.48,-1,-1,-1
115,1,391.06,308.86,62.46,110.93,0.09,-1,-1,-1
146,1,570.92,300.03,53.59,118.27,0.37,-1,-1,-1
147,1,580.02,298.56,54.39,119.39,0.68,-1,-1,-1
148,1,584.29,299.73,69.07,120.40,0.80,-1,-1,-1
149,1,587.68,299.17,74.49,123.48,0.85,-1,-1,-1
150,1,592.26,298.56,73.44,124.27,0.88,-1,-1,-1
151,1,596.77,298.88,68.37,125.28,0.78,-1,-1,-1
152,1,596.27,297.60,68.56,129.11,0.75,-1,-1,-1
153,1,601.48,297.49,63.56,127.48,0.59,-1,-1,-1
154,1,609.82,297.64,58.95,127.81,0.48,-1,-1,-1
155,1,619.31,296.14,54.48,130.28,0.65,-1,-1,-1
156,1,628.13,298.71,50.65,127.90,0.31,-1,-1,-1
157,1,634.28,298.77,51.18,126.60,0.78,-1,-1,-1
158,1,638.91,297.07,52.89,127.41,0.83,-1,-1,-1
159,1,642.11,297.41,55.91,125.54,0.82,-1,-1,-1
160,1,645.01,299.03,68.56,125.36,0.71,-1,-1,-1
161,1,645.93,295.87,80.00,127.17,0.85,-1,-1,-1
162,1,647.19,297.66,84.48,124.28,0.79,-1,-1,-1
163,1,648.46,298.70,86.84,122.71,0.71,-1,-1,-1
164,1,650.31,296.78,88.89,126.00,0.86,-1,-1,-1
165,1,656.52,299.31,79.15,123.08,0.37,-1,-1,-1
166,1,663.63,299.01,73.19,121.10,0.73,-1,-1,-1
167,1,674.49,305.52,64.86,115.77,0.31,-1,-1,-1
168,1,687.26,305.79,57.53,115.85,0.35,-1,-1,-1
169,1,699.80,296.58,49.09,123.68,0.77,-1,-1,-1
170,1,707.40,291.84,46.65,129.92,0.30,-1,-1,-1
171,1,713.04,292.52,45.63,128.75,0.56,-1,-1,-1
172,1,714.07,291.97,52.02,128.21,0.79,-1,-1,-1
173,1,714.65,292.74,63.06,126.50,0.87,-1,-1,-1
174,1,714.79,293.77,72.09,125.13,0.87,-1,-1,-1
175,1,714.03,293.92,79.39,125.73,0.86,-1,-1,-1
176,1,714.71,293.23,82.85,127.53,0.82,-1,-1,-1
177,1,717.75,291.92,80.67,128.75,0.82,-1,-1,-1
178,1,726.02,291.10,74.86,128.25,0.78,-1,-1,-1
179,1,741.51,288.58,64.65,130.41,0.64,-1,-1,-1
180,1,749.09,286.91,64.15,130.32,0.67,-1,-1,-1
181,1,759.86,285.72,58.51,130.55,0.77,-1,-1,-1
182,1,770.91,285.32,52.69,128.33,0.66,-1,-1,-1
183,1,775.60,286.31,54.13,129.06,0.69,-1,-1,-1
184,1,777.30,286.69,57.73,129.32,0.77,-1,-1,-1
185,1,779.46,287.22,62.16,128.82,0.87,-1,-1,-1
186,1,779.88,287.60,69.89,128.27,0.88,-1,-1,-1
187,1,780.21,288.81,77.81,125.47,0.86,-1,-1,-1
188,1,780.40,288.95,83.46,126.41,0.85,-1,-1,-1
189,1,784.24,288.59,82.99,124.72,0.79,-1,-1,-1
190,1,794.15,287.26,76.27,125.36,0.45,-1,-1,-1
191,1,803.14,287.13,70.01,125.00,0.69,-1,-1,-1
192,1,807.32,285.83,69.73,129.12,0.74,-1,-1,-1
193,1,813.45,285.60,66.41,127.19,0.72,-1,-1,-1
194,1,823.98,293.73,59.41,118.85,0.23,-1,-1,-1
195,1,836.38,288.73,51.79,122.42,0.31,-1,-1,-1
196,1,839.82,286.43,55.05,123.88,0.64,-1,-1,-1
197,1,841.59,286.98,58.07,124.07,0.83,-1,-1,-1
198,1,841.93,287.46,63.62,123.69,0.88,-1,-1,-1
199,1,842.56,288.15,68.57,121.27,0.90,-1,-1,-1
200,1,843.15,289.29,73.54,121.71,0.87,-1,-1,-1
201,1,845.92,289.70,75.16,121.47,0.83,-1,-1,-1
202,1,848.14,288.77,76.16,122.94,0.79,-1,-1,-1
203,1,853.88,289.03,73.80,121.15,0.76,-1,-1,-1
204,1,867.40,291.75,65.93,118.20,0.42,-1,-1,-1
205,1,875.25,290.89,65.63,119.12,0.50,-1,-1,-1
206,1,883.15,287.79,60.81,121.65,0.77,-1,-1,-1
207,1,892.44,287.16,54.71,122.57,0.84,-1,-1,-1
208,1,898.42,285.53,53.46,123.18,0.85,-1,-1,-1
209,1,900.98,284.39,55.36,123.67,0.85,-1,-1,-1
210,1,900.53,283.38,59.63,123.82,0.87,-1,-1,-1
211,1,900.55,284.80,65.13,120.72,0.89,-1,-1,-1
212,1,900.54,284.70,71.62,118.68,0.88,-1,-1,-1
213,1,901.14,284.93,75.87,117.84,0.88,-1,-1,-1
214,1,902.28,286.66,79.10,115.71,0.84,-1,-1,-1
215,1,904.91,287.33,79.56,115.33,0.85,-1,-1,-1
216,1,909.89,286.81,79.53,116.80,0.84,-1,-1,-1
217,1,917.92,285.56,77.96,118.51,0.68,-1,-1,-1
218,1,927.54,285.37,72.67,120.26,0.68,-1,-1,-1
219,1,937.24,282.40,66.59,123.57,0.76,-1,-1,-1
220,1,950.03,281.52,56.38,124.49,0.65,-1,-1,-1
221,1,957.14,281.91,53.28,124.07,0.68,-1,-1,-1
222,1,959.68,282.55,54.91,122.34,0.68,-1,-1,-1
223,1,961.24,282.73,58.06,122.16,0.82,-1,-1,-1
224,1,960.59,283.40,62.31,121.88,0.76,-1,-1,-1
225,1,960.60,285.99,67.42,119.46,0.74,-1,-1,-1
226,1,964.09,286.24,68.36,118.94,0.66,-1,-1,-1
227,1,962.13,285.80,72.97,118.56,0.76,-1,-1,-1
228,1,970.21,286.69,67.49,117.21,0.68,-1,-1,-1
229,1,975.19,285.45,68.60,118.02,0.74,-1,-1,-1
230,1,989.61,285.24,59.50,116.33,0.75,-1,-1,-1
231,1,1000.24,284.24,51.87,115.91,0.79,-1,-1,-1
232,1,1002.27,283.41,54.06,116.11,0.82,-1,-1,-1
233,1,1008.84,283.28,54.29,116.03,0.81,-1,-1,-1
234,1,1011.42,282.89,56.76,117.69,0.83,-1,-1,-1
235,1,1013.60,283.19,56.91,118.65,0.82,-1,-1,-1
236,1,1014.58,283.99,59.26,116.83,0.85,-1,-1,-1
237,1,1014.33,285.24,62.37,115.81,0.82,-1,-1,-1
238,1,1013.96,286.60,67.82,114.37,0.83,-1,-1,-1
239,1,1013.33,285.86,73.01,117.20,0.80,-1,-1,-1
240,1,1014.43,285.78,75.45,117.81,0.79,-1,-1,-1
241,1,1017.32,285.35,79.53,118.33,0.83,-1,-1,-1
242,1,1021.00,284.53,79.22,117.78,0.78,-1,-1,-1
243,1,1027.42,284.30,74.78,117.27,0.65,-1,-1,-1
244,1,1046.38,284.22,56.29,116.12,0.39,-1,-1,-1
245,1,1055.75,285.12,50.45,116.52,0.37,-1,-1,-1
246,1,1060.18,285.40,47.40,118.51,0.29,-1,-1,-1
308,2,34.24,350.72,76.52,124.77,0.61,-1,-1,-1
309,2,35.87,355.11,79.97,121.29,0.73,-1,-1,-1
311,2,43.09,356.82,79.56,118.76,0.81,-1,-1,-1
312,2,46.87,356.15,78.37,120.56,0.81,-1,-1,-1
313,2,50.61,356.48,75.39,120.51,0.68,-1,-1,-1
318,2,65.46,352.77,65.36,126.64,0.83,-1,-1,-1
319,2,67.67,352.36,67.16,125.83,0.73,-1,-1,-1
320,2,71.50,351.61,73.98,126.26,0.77,-1,-1,-1
321,2,75.64,351.76,79.69,125.32,0.58,-1,-1,-1
322,2,78.87,350.92,86.04,125.62,0.78,-1,-1,-1
323,2,82.80,350.49,87.08,126.19,0.83,-1,-1,-1
324,2,85.76,350.46,88.82,125.92,0.85,-1,-1,-1
325,2,89.12,350.64,87.27,125.71,0.76,-1,-1,-1
326,2,92.95,349.08,82.39,127.09,0.74,-1,-1,-1
327,2,95.50,346.42,78.72,130.03,0.38,-1,-1,-1
328,2,99.12,344.02,76.00,131.68,0.55,-1,-1,-1
329,2,102.14,342.26,72.25,131.52,0.46,-1,-1,-1
330,2,103.85,341.40,69.27,130.64,0.46,-1,-1,-1
331,2,104.33,342.42,70.86,130.37,0.27,-1,-1,-1
332,2,112.17,344.27,67.25,131.56,0.45,-1,-1,-1
334,2,120.06,346.52,80.19,129.66,0.84,-1,-1,-1
335,2,125.51,348.31,84.07,125.55,0.85,-1,-1,-1
336,2,129.61,348.77,88.26,124.59,0.86,-1,-1,-1
337,2,133.53,348.83,87.50,124.99,0.87,-1,-1,-1
338,2,136.47,348.57,87.63,130.74,0.88,-1,-1,-1
339,2,141.94,349.12,83.76,127.75,0.85,-1,-1,-1
340,2,144.95,349.14,79.19,126.49,0.86,-1,-1,-1
341,2,149.06,347.87,75.03,127.82,0.84,-1,-1,-1
342,2,152.89,347.68,70.59,126.75,0.84,-1,-1,-1
343,2,155.58,346.40,70.21,129.42,0.63,-1,-1,-1
345,2,162.04,346.26,68.18,130.17,0.77,-1,-1,-1
346,2,165.08,347.22,68.00,128.14,0.80,-1,-1,-1
347,2,168.09,346.63,73.15,127.71,0.77,-1,-1,-1
348,2,170.42,347.59,79.39,126.34,0.83,-1,-1,-1
349,2,176.00,348.15,85.20,126.84,0.84,-1,-1,-1
350,2,179.92,347.91,85.74,127.25,0.86,-1,-1,-1
351,2,184.39,347.87,90.19,126.98,0.86,-1,-1,-1
352,2,191.30,347.30,85.27,126.57,0.85,-1,-1,-1
353,2,196.27,347.24,80.70,127.35,0.87,-1,-1,-1
354,2,200.02,346.36,77.87,128.35,0.85,-1,-1,-1
355,2,203.98,345.26,73.10,129.64,0.83,-1,-1,-1
356,2,208.09,343.87,69.08,130.76,0.80,-1,-1,-1
357,2,212.25,343.40,63.97,130.88,0.81,-1,-1,-1
358,2,215.73,343.11,61.71,133.32,0.78,-1,-1,-1
359,2,220.60,343.58,59.66,136.19,0.72,-1,-1,-1
360,2,224.01,343.51,60.87,135.91,0.70,-1,-1,-1
361,2,227.55,343.05,63.67,136.23,0.66,-1,-1,-1
362,2,231.01,343.39,61.65,133.43,0.82,-1,-1,-1
363,2,235.97,344.97,58.55,131.36,0.82,-1,-1,-1
364,2,238.29,345.05,59.63,131.41,0.84,-1,-1,-1
365,2,241.58,345.74,65.62,130.26,0.81,-1,-1,-1
366,2,246.02,346.99,63.90,128.91,0.80,-1,-1,-1
367,2,250.21,347.01,60.57,126.42,0.80,-1,-1,-1
368,2,255.90,346.53,58.21,127.41,0.81,-1,-1,-1
369,2,260.35,346.01,58.02,127.49,0.80,-1,-1,-1
370,2,264.84,344.87,57.39,130.01,0.84,-1,-1,-1
371,2,270.22,344.11,53.90,128.57,0.81,-1,-1,-1
372,2,275.59,343.04,49.32,130.41,0.82,-1,-1,-1
373,2,278.82,343.25,48.38,130.51,0.80,-1,-1,-1
374,2,282.34,343.91,50.44,130.90,0.81,-1,-1,-1
375,2,286.85,343.81,47.73,131.35,0.82,-1,-1,-1
376,2,290.71,344.44,53.69,131.87,0.77,-1,-1,-1
377,2,294.36,344.87,54.81,132.54,0.72,-1,-1,-1
378,2,299.37,344.81,58.96,132.80,0.78,-1,-1,-1
379,2,302.73,344.10,57.95,131.87,0.54,-1,-1,-1
380,2,308.84,343.48,54.14,119.51,0.59,-1,-1,-1
381,2,312.95,341.97,52.83,120.64,0.63,-1,-1,-1
382,2,318.41,340.84,52.10,121.02,0.68,-1,-1,-1
383,2,323.19,340.40,52.14,111.64,0.54,-1,-1,-1
384,2,326.91,339.71,50.75,88.39,0.55,-1,-1,-1
385,2,331.50,339.86,49.27,76.98,0.46,-1,-1,-1
386,2,336.65,341.30,46.12,70.11,0.54,-1,-1,-1
387,2,340.31,339.55,47.27,66.95,0.40,-1,-1,-1
